ProductID,Category,Brand,CostPrice,SellingPrice,Weight,SupplierID
P638698,Books,Samsung,94.07,145.08,13.51,S4133
P976915,Books,IKEA,412.81,497.87,-,S1615
P263878,Sports,N/A,60.81,119.49,32.06,S12446
P213924,Sports,Adidas,54.53,67.61,35.39,S3786
P211628,Sports,Unknown,458.54,758.29,17.78,S16624
P313607,Toys,Nike,462.18,675.74,37.89,S15336
P788093,Electronics,Sony,53.53,77.31,19.25,S13374
P385399,Home & Garden,Samsung,164.54,219.44,38.39,S7647
P636392,Clothing,Sony,88.41,146.22,46.18,S3649
P985818,Home & Garden,Sony,306.99,435.64,17.2,S3239
P588505,Books,Adidas,154.9,265.5,23.31,S16207
P392338,Toys,Unknown,39.93,63.73,47.15,S1626
P778527,Electronics,IKEA,403.46,515.21,3.91,S17081
P830592,Clothing,Unknown,110.51,217.31,25.41,S1436
P329317,Sports,Adidas,94.14,129.81,13.44,S7449
P192988,Toys,Samsung,229.59,One Hundred,10.98,S2485
P610004,Toys,IKEA,29.86,50.88,5.79,S2596
P683040,Toys,,85.64,163.37,28.68,S8973
P672825,Toys,Nike,249.45,456.34,30.61,S3476
P874739,Books,Sony,192.65,329.57,46.73,S13634
P595672,Sports,IKEA,113.42,197.27,14.11,S14443
P532261,Sports,Nike,120.12,162.48,37.36,S14868
P961298,Electronics,Nike,5.94,9.34,32.2,S16038
P835367,Toys,Sony,293.4,394.66,24.15,S4312
P939129,Electronics,Sony,364.52,508.76,7.84,S17760
P450712,Toys,Nike,255.93,462.99,49.39,S4111
P184007,Home & Garden,N/A,43.22,63.95,11.12,S17470
P80206,Home & Garden,Samsung,28.59,48.01,23.27,S7489
P21110,Home & Garden,Unknown,402.11,530.3,22.08,S6447
P214046,Clothing,Unknown,473.42,588.16,12.71,S19862
P784448,Clothing,Nike,257.88,329.81,21.41,S12269
P898516,Clothing,Adidas,52.88,64.73,20.74,S9862
P510185,Clothing,Adidas,362.72,704.27,48.96,S1684
P638580,Sports,Sony,138.22,199.65,NULL,S11572
P84290,Sports,Sony,296.23,563.88,1.35,S1911
P442593,Clothing,IKEA,33.58,61.77,15.33,S16576
P136281,Clothing,Samsung,377.77,518.19,23.72,S11838
P175042,Home & Garden,AmazonBasics,442.89,716.09,38.63,S2642
P756243,Home & Garden,Nike,400.43,482.21,15.52,S10947
P99915,Home & Garden,Samsung,496.98,806.07,27.59,S2860
P264282,Clothing,Sony,93.48,157.78,8.23,S18990
P294671,Home & Garden,IKEA,112.05,183.44,1.65,S5129
P816724,Home & Garden,Unknown,445.93,833.14,32.75,S15388
P444069,Books,IKEA,95.81,120.57,26.69,S1984
P401637,Electronics,Adidas,460.14,575.68,5.71,S5307
P537540,Sports,AmazonBasics,261.92,480.35,6.41,S9634
P622041,Toys,Unknown,347.84,518.8,0.5,S17557
P886875,Books,Unknown,10.87,20.06,40.02,S6173
P145036,Electronics,Adidas,27.91,48.61,49.02,S13154
P343871,Toys,Nike,270.04,370.25,47.38,S1634
P270849,Toys,Unknown,396.4,493.29,47.96,S9702
P606190,Toys,Unknown,255.65,425.61,18.01,S1073
P468681,Books,Sony,76.67,138.12,46.13,S19237
P373578,Home & Garden,Nike,225.71,373.78,5.1,S19002
P638095,Toys,Samsung,362.7,494.57,32.43,S9902
P83411,Clothing,NULL,468.95,719.53,-,S2259
P972206,Toys,IKEA,129.94,221.66,23.36,S7158
P599136,Books,Samsung,5.03,8.47,37.44,S9329
P161986,Books,Samsung,33.4,51.06,5.62,S12300
P992295,Books,Unknown,422.64,680.28,18.47,S6300
P946041,Clothing,Unknown,450.41,744.34,17.98,S10125
P806631,Toys,Unknown,421.86,809.4,26.9,S14398
P931523,Books,Nike,210.76,356.78,12.45,S6085
P246695,Clothing,AmazonBasics,345.75,462.85,44.56,S3514
P422726,Home & Garden,Unknown,182.54,363.09,24.89,S2651
P392435,Books,IKEA,172.81,232.48,8.0,S6631
P861189,Books,Adidas,453.88,573.78,19.39,S10403
P573443,Clothing,IKEA,371.67,618.56,6.89,S1857
P858652,Electronics,Adidas,247.01,297.14,45.62,S17315
P192994,Toys,Sony,135.01,187.16,39.99,S1508
P86816,Toys,Nike,416.16,570.81,25.87,S18397
P339740,Toys,IKEA,21.24,37.02,20.56,S12392
P228391,Books,Adidas,469.71,640.64,16.28,S12800
P194255,Home & Garden,Unknown,313.39,436.26,7.27,S1026
P19901,Books,IKEA,337.35,526.83,NULL,S5784
P364055,Home & Garden,AmazonBasics,286.11,538.35,29.4,S13157
P611020,Books,Samsung,234.99,289.6,25.11,S8018
P547663,Electronics,Samsung,394.84,619.44,45.44,S5664
P660115,Books,AmazonBasics,122.86,157.76,23.53,S6270
P23013,Home & Garden,Unknown,243.1,347.36,NULL,S2447
P726756,Books,Samsung,299.03,431.05,8.12,S14468
P987256,Toys,Sony,343.81,668.39,19.79,S17593
P241868,Sports,IKEA,260.47,477.52,14.93,S12945
P84579,Home & Garden,Samsung,62.77,84.04,33.85,S19210
P20263,Clothing,Samsung,242.37,307.5,0.89,S6757
P94614,Sports,Sony,206.4,350.0,47.58,S7830
P225300,Clothing,Samsung,270.8,361.11,32.16,S14162
P314587,Clothing,IKEA,304.58,558.75,40.77,S10836
P753973,Books,AmazonBasics,369.05,726.34,39.7,S6946
P226801,Books,IKEA,175.39,328.69,44.11,S11822
P596449,Toys,AmazonBasics,172.44,328.15,12.18,S495
P525285,Clothing,IKEA,148.94,260.54,42.71,S16856
P962602,Home & Garden,AmazonBasics,315.36,491.48,16.51,S13666
P142405,Books,AmazonBasics,451.21,659.16,33.13,S753
P821574,Toys,Adidas,25.38,47.36,48.84,S11198
P708574,Home & Garden,IKEA,210.91,262.45,35.45,S12451
P920607,Clothing,Adidas,159.78,245.94,34.61,S2614
P226656,Books,Unknown,223.47,399.58,3.48,S16397
P352417,Electronics,AmazonBasics,165.62,219.5,19.39,S13875
P762810,Toys,Sony,140.89,270.27,32.75,S16065
P355267,Home & Garden,<b>Unknown</b>,372.5,706.42,6.44,S17138
P539254,Books,AmazonBasics,359.56,497.41,47.03,S246
P743714,Electronics,IKEA,201.84,273.77,20.83,S15653
P725384,Home & Garden,Sony,432.89,656.9,16.6,S7735
P996091,Electronics,Samsung,286.1,505.16,9.16,S9763
P834552,Sports,Nike,5.1,6.2,38.82,S16657
P711345,Clothing,Unknown,413.77,723.1,27.56,S4989
P511746,Home & Garden,Samsung,406.44,730.6,34.16,S6131
P76529,Home & Garden,Samsung,122.21,166.73,43.97,S3312
P535514,Toys,Sony,63.35,95.78,0.13,S16194
P108065,Toys,IKEA,10.04,13.46,39.85,S10315
P56599,Sports,Samsung,304.5,508.97,17.17,S6637
P756437,Clothing,Unknown,398.86,724.86,28.99,S19653
P54861,Sports,Nike,437.97,856.23,9.52,S7942
P962346,Sports,IKEA,203.31,265.08,31.32,S1864
P98338,Home & Garden,Unknown,388.17,715.62,31.46,S1314
P141767,Books,Samsung,132.41,251.19,31.42,S11935
P689048,Clothing,Samsung,296.89,391.21,37.42,S7623
P14521,Books,Sony,261.18,480.53,4.43,S15558
P401283,Electronics,IKEA,467.13,863.42,26.42,S4663
P793968,Books,AmazonBasics,427.59,723.17,22.55,S6876
P543826,Toys,Sony,316.41,605.14,1.21,S3778
P485624,Books,Unknown,341.76,474.84,5.8,S10307
P612086,Sports,Unknown,494.86,879.34,33.46,S8803
P647029,Clothing,Sony,172.3,210.36,2.1,S13907
P427967,Electronics,Adidas,14.07,23.93,40.16,S17248
P299685,Books,IKEA,224.29,276.01,42.23,S12203
P363031,Electronics,Samsung,29.04,38.67,48.19,S19400
P442993,Books,IKEA,63.08,84.6,1.89,S6135
P371915,Clothing,Adidas,93.95,142.16,22.8,S6030
P847841,Toys,Nike📱💻,343.43,574.54,10.95,S13395
P606659,Books,Samsung,493.75,804.72,18.91,S11793
P732031,Sports,Unknown,97.63,125.12,46.4,S16932
P398190,Sports,Sony,402.29,619.29,45.35,S19556
P336369,Clothing,AmazonBasics,183.72,274.19,34.7,S9611
P80260,Sports,IKEA,134.45,199.96,44.59,S17795
P582402,Sports,AmazonBasics,397.25,564.56,24.14,S9409
P283126,Electronics,AmazonBasics,395.34,654.42,34.29,S17714
P48150,Toys,Nike,113.71,194.17,43.43,S5565
P871712,Electronics,AmazonBasics,476.88,616.41,10.73,S19389
P588887,Home & Garden,Sony,54.69,82.11,46.01,S6217
P456163,Electronics,Adidas,422.87,733.68,39.24,S19576
P266255,Books,Samsung,368.19,571.07,NULL,S18692
P451607,Books,Adidas,120.33,178.11,49.05,S12977
P516571,Home & Garden,AmazonBasics,454.06,772.85,16.14,S11136
P594357,Books,Samsung,199.64,338.18,23.87,S10474
P724045,Books,Nike📱💻,176.29,268.63,7.48,S4439
P968974,Books,IKEA,205.19,269.68,23.14,S9977
P89109,Home & Garden,Samsung,173.63,331.32,15.61,S5396
P524129,Home & Garden,Samsung,56.24,107.53,-,S11605
P301035,Sports,AmazonBasics,62.34,86.01,38.8,S10732
P902264,Clothing,AmazonBasics,35.38,68.05,41.78,S2188
P370600,Home & Garden,Samsung,434.9,666.65,32.68,S6979
P978003,Electronics,Unknown,490.16,660.28,2.9,S17204
P865548,Clothing,Sony,131.79,177.73,6.95,S15369
P431423,Clothing,,208.95,293.27,30.34,S9358
P177421,Clothing,Nike,299.54,398.06,12.71,S17536
P241823,Sports,Samsung,153.81,255.32,4.73,S14358
P998601,Toys,AmazonBasics,169.31,309.52,22.0,S6260
P421003,Toys,Samsung,257.31,387.89,1.62,S3597
P869534,Home & Garden,IKEA,43.69,86.73,8.51,S15482
P983840,Home & Garden,IKEA,151.31,226.62,40.35,S19039
P848257,Books,Samsung,277.38,360.25,27.28,S15426
P373214,Toys,AmazonBasics,82.5,137.38,15.06,S18058
P840340,Clothing,IKEA,26.15,47.19,49.0,S9502
P589223,Electronics,IKEA,163.98,228.8,28.68,S3729
P22221,Toys,Samsung,195.98,371.27,13.68,S11997
P94288,Electronics,,27.03,45.72,49.93,S3618
P941316,Home & Garden,AmazonBasics,113.75,206.56,40.19,S17438
P346956,Sports,📱💻,14.94,26.66,34.15,S13017
P969314,Clothing,Nike,81.25,153.62,41.12,S25
P837791,Sports,Adidas,213.98,259.37,17.63,S19042
P768870,Sports,AmazonBasics,446.38,878.95,39.26,S4081
P42893,Electronics,IKEA,499.98,629.45,30.16,S10386
P896506,Books,Unknown,234.13,284.7,35.98,S11650
P228031,Books,Nike,406.63,765.07,17.62,S4456
P338325,Sports,Sony,274.54,548.02,27.55,S920
P356926,Toys,Samsung,384.15,646.2,37.72,S4639
P572337,Books,Adidas,309.31,449.27,12.91,S11605
P2232,Clothing,Samsung,15.2,22.58,38.59,S6884
P990106,Sports,Unknown,297.96,528.2,15.31,S12067
P820627,Sports,Nike,17.96,24.96,19.11,S1227
P570869,Home & Garden,IKEA,27.39,47.36,1.27,S10739
P698429,Electronics,Unknown,87.4,159.44,13.09,S2726
P71919,Toys,IKEA,198.53,358.64,26.72,S16677
P12610,Electronics,Samsung,199.23,369.88,19.53,S7307
P106366,Books,IKEA,235.41,364.19,30.68,S15799
P799795,Sports,Adidas,123.57,161.11,45.4,S13722
P188733,Toys,IKEA,196.14,379.32,27.1,S12619
P762683,Home & Garden,Samsung,253.8,323.48,5.29,S4723
P827395,Sports,Adidas,164.33,210.12,10.04,S10477
P468918,Electronics,Nike,105.89,129.16,19.32,S3218
P368763,Clothing,Adidas,454.6,631.49,19.38,S5235
P324049,Electronics,Unknown,126.72,191.8,22.75,S17273
P34630,Sports,AmazonBasics,497.09,652.01,31.36,S4074
P814584,Electronics,AmazonBasics,281.08,405.32,26.91,S17830
P494344,Toys,Unknown,172.18,297.9,26.51,S1793
P417234,Home & Garden,Sony,180.53,327.9,39.45,S6025
P350737,Toys,IKEA,352.4,574.71,1.12,S3324
P370363,Toys,AmazonBasics,196.07,342.48,8.53,S9143
P197703,Sports,Adidas,251.67,322.95,15.92,S14190
P396484,Books,AmazonBasics,36.26,58.02,45.81,S18455
P963899,Home & Garden,Nike,210.45,271.33,18.35,S1216
P943537,Sports,Nike,301.44,473.24,5.12,S12748
P851258,Toys,Samsung,161.23,289.69,31.6,S920
P771372,Books,AmazonBasics,399.96,650.05,45.55,S6307
P88688,Home & Garden,Unknown,360.94,556.35,23.52,S18710
P760088,Home & Garden,Nike,59.15,93.71,5.68,S6771
P134646,Sports,Sony,73.06,137.02,15.42,S19394
P474261,Sports,Adidas,204.04,340.45,15.84,S12919
P480342,Books,<b>Adidas</b>,103.78,183.14,N/A,S10968
P398671,Clothing,Sony,54.44,82.57,,S8692
P601499,Toys,Nike,97.5,147.07,23.15,S7391
P991827,Clothing,Adidas,294.36,444.77,46.5,S6931
P495299,Electronics,Unknown,452.92,857.46,47.59,S14516
P437857,Books,Unknown,148.34,201.27,44.29,S8448
P843600,Clothing,Sony,387.09,764.36,48.63,S7351
P205507,Home & Garden,Unknown,193.75,294.61,48.73,S11723
P583235,Home & Garden,IKEA,46.05,86.04,23.17,S4405
P34289,Toys,AmazonBasics,216.94,346.01,16.72,S135
P653951,Books,Sony,498.35,978.51,30.44,S17940
P634365,Electronics,Sony,430.23,736.96,17.63,S18952
P154826,Books,IKEA,315.95,484.0,29.54,S10985
P565885,Clothing,Nike,268.89,370.5,24.89,S101
P632881,Sports,Nike,456.81,869.17,33.04,S14174
P144531,Toys,Sony,258.17,364.47,47.75,S267
P300756,Electronics,Nike,307.36,462.59,35.8,S7967
P897617,Home & Garden,Samsung,353.87,698.26,14.29,S6496
P872820,Clothing,IKEA,439.83,827.75,8.28,S6847
P658076,Home & Garden,Unknown,422.68,759.56,41.54,S15338
P549687,Home & Garden,IKEA,25.79,49.92,34.04,S3600
P217450,Home & Garden,Nike,401.8,614.88,21.36,S14639
P624897,Home & Garden,AmazonBasics,421.05,616.29,40.6,S15674
P514234,Home & Garden,IKEA,28.99,52.76,24.45,S5303
P108078,Home & Garden,Adidas,68.55,126.55,14.73,S8872
P882395,Toys,AmazonBasics,396.73,633.17,36.37,S18740
P260990,Books,Nike,284.68,352.92,44.97,S3427
P591347,Clothing,AmazonBasics,306.29,573.33,1.0,S17832
P778854,Toys,Samsung,39.94,76.01,47.64,S6147
P170004,Electronics,AmazonBasics,475.92,790.53,35.89,S11792
P896453,Clothing,IKEA,296.55,464.27,12.75,S5431
P634530,Home & Garden,Nike,188.76,227.07,13.57,S15310
P890070,Sports,Sony,43.08,63.46,49.68,S11840
P875605,Books,AmazonBasics,481.88,844.93,3.22,S2930
P846293,Home & Garden,Adidas,67.04,123.65,8.94,S9031
P21997,Home & Garden,,338.08,490.34,28.64,S18123
P762501,Home & Garden,Adidas,440.33,741.48,6.19,S878
P731834,Clothing,Nike,70.22,86.81,18.17,S6453
P235142,Toys,Sony,112.3,216.27,14.52,S12263
P961277,Electronics,IKEA,166.63,317.78,Unknown,S12812
P510521,Electronics,Sony,39.83,53.03,30.45,S17051
P670198,Home & Garden,Sony,477.26,654.22,32.33,S19254
P686236,Electronics,Nike,470.97,675.01,5.52,S18075
P854382,Electronics,Adidas,378.77,706.45,37.78,S6976
P395436,Clothing,IKEA,395.6,649.05,43.47,S14095
P955590,Sports,Nike,342.87,543.91,25.49,S11641
P499765,Books,Nike,87.29,163.9,26.09,S1082
P209129,Sports,Samsung,370.5,490.13,36.9,S19095
P868977,Home & Garden,Samsung,318.89,412.18,10.39,S8396
P444605,Electronics,Unknown,63.78,117.29,35.35,S12365
P138389,Electronics,AmazonBasics,482.32,901.75,27.89,S13023
P110046,Sports,Samsung📱💻,286.48,511.94,34.85,S2431
P661389,Home & Garden,Nike,399.48,638.34,1.56,S15988
P654203,Clothing,Adidas,48.99,74.33,24.6,S3547
P876380,Books,<b>AmazonBasics</b>,437.9,723.48,24.35,S19778
P190333,Toys,-,77.1,150.48,15.01,S9428
P635569,Books,Unknown,127.98,202.52,25.52,S10589
P467367,Home & Garden,Sony,127.18,192.86,,S10280
P847267,Clothing,Adidas,152.02,271.06,33.65,S15784
P378651,Books,IKEA,137.41,219.93,11.72,S10235
P86096,Books,Adidas,112.85,214.54,6.47,S9215
P834221,Toys,Samsung,220.27,408.38,16.01,S404
P387373,Books,IKEA,192.88,338.72,40.12,S581
P558533,Toys,AmazonBasics,185.23,276.69,6.33,S10128
P782633,Sports,Unknown,317.64,603.66,10.36,S19861
P473292,Electronics,Sony,414.55,647.44,2.69,S7716
P52198,Books,Nike,47.44,90.67,6.31,S535
P819400,Books,Samsung,168.44,244.26,38.58,S7284
P581194,Clothing,Samsung,446.71,801.95,6.22,S15390
P309064,Books,Sony,405.53,788.71,NULL,S17731
P849887,Electronics,Sony,455.97,667.02,11.29,S6913
P680219,Home & Garden,Adidas,446.59,773.96,5.46,S2333
P227757,Electronics,Unknown,434.49,790.86,49.87,S14655
P846321,Home & Garden,Samsung,248.6,310.27,16.53,S3349
P658055,Books,Unknown,70.75,101.22,17.17,S9308
P113211,Books,Unknown,10.35,19.48,22.17,S1424
P48265,Books,Sony,478.62,907.45,28.47,S10272
P356060,Sports,Adidas,278.76,339.45,38.21,S7119
P338214,Toys,AmazonBasics,486.32,923.44,10.77,S3620
P716069,Electronics,Unknown,89.04,121.83,28.59,S14627
P629702,Toys,Adidas,388.59,578.31,18.69,S14440
P428968,Sports,Adidas,316.53,594.87,32.46,S2232
P69121,Sports,Samsung,496.38,708.77,21.75,S9174
P456016,Home & Garden,AmazonBasics,224.47,281.12,40.96,S901
P718646,Clothing,IKEA,438.45,874.13,18.56,S19863
P362704,Home & Garden,Samsung,23.67,30.2,10.88,S4557
P431048,Home & Garden,Samsung,167.67,245.02,23.05,S9038
P299413,Clothing,Nike,428.92,852.33,37.23,S17821
P36665,Books,Unknown,188.83,353.64,40.78,S10219
P365559,Toys,<b>Samsung</b>,92.18,125.73,16.69,S14705
P708829,Sports,IKEA,298.35,372.09,11.93,S13505
P175723,Home & Garden,IKEA,472.56,908.67,21.49,S10245
P578180,Toys,Nike,40.45,49.5,35.15,S9252
P212704,Clothing,Unknown,410.41,532.96,48.55,S3136
P684853,Clothing,Unknown,494.35,919.14,26.79,S9017
P950782,Sports,Sony,308.72,441.36,19.98,S11016
P582547,Sports,Unknown,39.14,64.65,22.9,S9626
P615145,Sports,Unknown,127.76,159.29,1.05,S1663
P538119,Electronics,IKEA,401.66,651.37,32.79,S11842
P538756,Clothing,-,180.92,347.88,18.24,S6761
P786725,Clothing,Samsung,485.25,818.36,16.22,S13346
P839199,Clothing,Unknown,196.35,295.89,31.52,S3298
P245173,Electronics,IKEA,149.11,228.3,5.22,S19715
P627523,Home & Garden,Unknown,161.78,270.97,6.32,S9879
P465307,Books,IKEA,129.85,N/A,18.64,S798
P566651,Home & Garden,Unknown,226.27,296.65,4.45,S17761
P870868,Books,IKEA,31.36,43.97,41.43,S17524
P320480,Sports,Samsung,168.73,274.44,20.33,S13977
P179445,Electronics,IKEA,42.26,52.26,20.51,S11697
P168007,Home & Garden,,385.62,490.72,48.29,S3863
P601219,Sports,IKEA,122.48,224.94,22.89,S11396
P436522,Clothing,Nike,457.11,908.57,32.14,S16614
P319607,Electronics,Nike,125.85,216.67,48.62,S18379
P179542,Electronics,AmazonBasics,177.41,327.85,49.87,S10760
P789759,Electronics,Adidas,448.98,757.34,27.89,S5870
P677312,Clothing,Adidas📱💻,354.33,511.97,18.52,S7630
P585399,Electronics,IKEA,369.64,449.65,32.3,S2269
P647057,Clothing,AmazonBasics,409.96,796.73,12.78,S2366
P188875,Electronics,Adidas📱💻,322.15,596.36,49.28,S17284
P992375,Books,Adidas,406.19,634.75,4.12,S11799
P101839,Electronics,IKEA,414.27,666.16,36.3,S11924
P851019,Toys,Nike,231.83,455.0,45.75,S16280
P972781,Books,IKEA,246.34,482.71,46.75,S14090
P922303,Electronics,AmazonBasics,322.78,485.25,31.61,S6777
P707441,Books,Samsung,247.68,434.0,42.04,S19232
P502070,Sports,Adidas,191.32,243.14,20.83,S1369
P117895,Clothing,AmazonBasics,130.87,171.32,20.57,S14738
P77262,Books,IKEA,226.93,322.06,15.71,S6928
P908128,Sports,Samsung,147.87,293.76,34.39,S1185
P346677,Books,AmazonBasics,429.2,768.67,41.21,S193
P775391,Sports,Sony,490.31,949.51,2.0,S7289
P780214,Clothing,Unknown,115.28,143.95,29.97,S978
P426118,Home & Garden,Unknown,431.97,681.39,26.73,S12920
P246449,Sports,Unknown,342.72,471.71,31.69,S756
P101465,Sports,Sony,59.9,99.96,45.07,S13243
P320960,Home & Garden,Adidas,39.95,68.63,0.4,S7641
P193833,Sports,AmazonBasics,326.59,451.77,30.21,S3437
P771914,Electronics,Unknown,250.46,367.03,17.17,S18569
P92632,Books,Samsung,150.05,219.76,11.78,S19872
P936449,Clothing,Samsung,379.14,509.06,5.59,S3060
P662827,Toys,Adidas,42.3,73.83,31.54,S12828
P194630,Toys,Sony,325.46,397.96,16.25,S3427
P737830,Electronics,Samsung,88.44,145.24,5.88,S18158
P369395,Clothing,Samsung,352.1,641.37,8.67,S7923
P332982,Sports,Samsung,251.32,342.5,46.27,S629
P19008,Home & Garden,Samsung,228.39,286.75,37.78,S3147
P575917,Books,Samsung,369.46,589.36,39.23,S7638
P469003,Electronics,AmazonBasics,9.03,11.01,48.39,S3125
P94666,Sports,Sony,384.68,616.02,20.66,S19216
P174044,Toys,Unknown,235.67,357.27,18.48,S14669
P283888,Toys,Nike,194.67,315.57,2.78,S474
P957029,Clothing,Samsung,287.18,557.13,-,S19034
P165324,Books,Samsung,97.61,138.48,30.98,S6726
P353577,Clothing,Adidas,183.35,331.55,38.59,S480
P817052,Clothing,Samsung,157.77,282.79,19.28,S17482
P713848,Toys,Adidas,329.51,542.89,4.87,S245
P572466,Home & Garden,Adidas,26.98,43.87,39.06,S10739
P349704,Electronics,Adidas,404.5,755.5,16.4,S18391
P115543,Books,Nike,45.45,62.08,34.97,S19442
P197700,Home & Garden,AmazonBasics,287.38,533.4,43.59,S16844
P855521,Electronics,Unknown,100.86,161.77,23.49,S16021
P442699,Sports,IKEA,435.23,772.33,45.68,S1410
P473044,Books,Sony,32.89,61.19,9.53,S3966
P77565,Toys,Samsung📱💻,192.96,315.96,12.94,S8626
P636697,Clothing,<b>AmazonBasics</b>,450.54,550.77,11.85,S17495
P376280,Sports,AmazonBasics,135.6,245.23,10.11,S4930
P755075,Sports,Adidas,456.97,885.19,43.32,S12602
P983089,Sports,Unknown,54.18,93.47,22.1,S9830
P245548,Toys,-,223.69,275.09,45.33,S4153
P206757,Clothing,Adidas,297.19,577.05,45.45,S2253
P307636,Electronics,Sony,164.78,232.52,33.81,S4413
P801867,Toys,Samsung,342.87,426.71,24.37,S18414
P349106,Books,Unknown,221.16,347.91,46.87,S5294
P563955,Home & Garden,Sony,487.99,947.76,44.86,S10084
P857818,Books,Sony,249.83,382.43,0.68,S2502
P651284,Clothing,N/A,469.34,640.3,16.11,S9372
P967529,Electronics,IKEA,251.29,463.78,27.23,S3809
P245482,Sports,Nike,282.04,£552.97,11.27,S18594
P171499,Home & Garden,Sony,N/A,398.73,40.87,S10212
P376442,Sports,Adidas,470.26,739.94,39.22,S4629
P590439,Clothing,NULL,430.96,832.23,25.3,S824
P840453,Toys,AmazonBasics,378.58,501.51,48.72,S8754
P413071,Sports,Sony,339.42,472.14,33.3,S7794
P228916,Books,Unknown,270.16,399.66,1.92,S9319
P804334,Electronics,Unknown,449.72,557.26,24.79,S9688
P440885,Electronics,Sony,201.58,396.47,28.24,S14697
P434954,Electronics,Nike,278.75,442.26,20.26,S4739
P94782,Home & Garden,AmazonBasics,296.73,582.88,30.82,S18396
P292930,Home & Garden,Samsung,209.62,414.62,24.02,S10114
P190420,Clothing,AmazonBasics,482.44,690.62,19.37,S12015
P505556,Electronics,Sony,310.3,592.69,9.26,S4114
P964216,Sports,Adidas,34.92,53.22,17.77,S8025
P119929,Toys,Samsung,118.64,202.25,45.41,S14848
P747738,Toys,Samsung,396.31,697.68,43.16,S8785
P373288,Electronics,Sony,301.94,574.07,19.64,S17584
P440740,Toys,Sony,131.18,196.14,10.3,S13713
P369680,Home & Garden,IKEA,170.54,259.2,12.55,S5698
P315165,Toys,AmazonBasics,171.64,269.3,18.78,S9221
P912202,Sports,AmazonBasics,303.61,426.44,20.79,S5397
P123299,Sports,Samsung,153.48,189.27,19.23,S16141
P874971,Clothing,AmazonBasics,62.16,114.52,24.65,S4677
P526869,Sports,Sony,433.13,681.06,14.13,S1051
P955380,Home & Garden,IKEA,121.02,165.53,,S19711
P84573,Books,Sony,346.75,678.81,18.86,S7387
P665157,Home & Garden,Adidas,394.47,712.83,42.28,S5790
P888048,Sports,Sony,74.15,117.75,2.48,S11314
P31990,Home & Garden,Samsung,204.52,254.7,27.31,S18489
P137702,Toys,IKEA,452.45,561.16,5.93,S17383
P737728,Clothing,Samsung,213.33,332.84,42.04,S9122
P929243,Clothing,Unknown,271.12,401.8,19.13,S7272
P452976,Clothing,IKEA,480.97,636.01,27.09,S930
P81283,Home & Garden,Nike,496.37,889.16,26.5,S4667
P465807,Toys,Samsung,332.42,408.7,39.92,S17686
P154635,Books,Unknown,267.51,371.37,31.92,S16607
P157955,Home & Garden,Nike,377.0,650.75,34.78,S12938
P785865,Sports,Sony,415.44,812.53,2.82,S10144
P990190,Books,IKEA,33.31,60.53,29.45,S15343
P841426,Sports,Sony,122.64,207.23,16.87,S11480
P390771,Toys,IKEA,41.16,57.49,49.27,S5702
P198097,Sports,IKEA,237.3,410.0,6.83,S5493
P423808,Books,Adidas,328.32,486.06,11.27,S6096
